,time,pre_total_sheet
8482,2021/3/19-15,7
8483,2021/3/19-16,5
8484,2021/3/19-17,4
8485,2021/3/19-18,11
8486,2021/3/19-19,10
8487,2021/3/19-20,9
8488,2021/3/19-21,10
8489,2021/3/2-0,2
8490,2021/3/2-1,8
8491,2021/3/2-4,1
8492,2021/3/2-6,3
8493,2021/3/2-7,7
8494,2021/3/2-8,1
8495,2021/3/2-9,6
8496,2021/3/2-10,10
8497,2021/3/2-11,11
8498,2021/3/2-12,9
8499,2021/3/2-13,5
8500,2021/3/2-14,15
8501,2021/3/2-15,11
8502,2021/3/2-16,1
8503,2021/3/2-17,10
8504,2021/3/2-18,15
8505,2021/3/2-19,5
8506,2021/3/2-20,3
8507,2021/3/2-21,3
8508,2021/3/2-22,8
8509,2021/3/2-23,13
8510,2021/3/20-0,3
8511,2021/3/20-1,6
8512,2021/3/20-2,3
8513,2021/3/20-4,2
8514,2021/3/20-5,4
8515,2021/3/20-6,1
8516,2021/3/20-7,6
8517,2021/3/20-8,4
8518,2021/3/20-9,16
8519,2021/3/20-10,7
8520,2021/3/20-11,14
8521,2021/3/20-12,13
8522,2021/3/20-13,17
8523,2021/3/20-14,5
8524,2021/3/20-15,7
8525,2021/3/20-16,5
8526,2021/3/20-17,8
8527,2021/3/20-18,5
8528,2021/3/20-19,12
8529,2021/3/20-20,3
8530,2021/3/20-21,1
8531,2021/3/20-22,3
8532,2021/3/20-23,4
8533,2021/3/21-0,2
8534,2021/3/21-1,5
8535,2021/3/21-2,1
8536,2021/3/21-3,3
8537,2021/3/21-4,5
8538,2021/3/21-5,4
8539,2021/3/21-6,3
8540,2021/3/21-7,5
8541,2021/3/21-8,15
8542,2021/3/21-9,18
8543,2021/3/21-10,22
8544,2021/3/21-11,9
8545,2021/3/21-12,12
8546,2021/3/21-13,7
8547,2021/3/21-14,4
8548,2021/3/21-15,3
8549,2021/3/21-16,5
8550,2021/3/21-17,6
8551,2021/3/21-18,10
8552,2021/3/21-19,5
8553,2021/3/21-20,9
8554,2021/3/21-21,4
8555,2021/3/21-23,5
8556,2021/3/22-1,1
8557,2021/3/22-2,2
8558,2021/3/22-3,2
8559,2021/3/22-4,4
8560,2021/3/22-5,4
8561,2021/3/22-6,33
8562,2021/3/22-7,5
8563,2021/3/22-8,2
8564,2021/3/22-9,53
8565,2021/3/22-10,11
8566,2021/3/22-11,9
8567,2021/3/22-12,55
8568,2021/3/22-13,39
8569,2021/3/22-14,9
8570,2021/3/22-15,14
8571,2021/3/22-16,4
8572,2021/3/22-17,6
8573,2021/3/22-18,7
8574,2021/3/22-19,5
8575,2021/3/22-20,31
8576,2021/3/22-21,5
8577,2021/3/22-22,8
8578,2021/3/22-23,14
8579,2021/3/23-0,6
8580,2021/3/23-1,32
8581,2021/3/23-2,33
8582,2021/3/23-3,2
8583,2021/3/23-4,8
8584,2021/3/23-5,2
8585,2021/3/23-6,1
8586,2021/3/23-7,6
8587,2021/3/23-8,5
8588,2021/3/23-9,7
8589,2021/3/23-10,49
8590,2021/3/23-11,10
8591,2021/3/23-12,21
8592,2021/3/23-13,15
8593,2021/3/23-14,4
8594,2021/3/23-15,41
8595,2021/3/23-16,23
8596,2021/3/23-17,9
8597,2021/3/23-18,7
8598,2021/3/23-19,10
8599,2021/3/23-20,1
8600,2021/3/23-21,11
8601,2021/3/23-22,20
8602,2021/3/23-23,7
8603,2021/3/24-1,2
8604,2021/3/24-3,5
8605,2021/3/24-4,8
8606,2021/3/24-5,4
8607,2021/3/24-6,6
8608,2021/3/24-7,13
8609,2021/3/24-8,5
8610,2021/3/24-9,10
8611,2021/3/24-10,29
8612,2021/3/24-11,10
8613,2021/3/24-12,8
8614,2021/3/24-13,4
8615,2021/3/24-14,9
8616,2021/3/24-15,9
8617,2021/3/24-16,9
8618,2021/3/24-17,10
8619,2021/3/24-18,6
8620,2021/3/24-19,6
8621,2021/3/24-20,8
8622,2021/3/24-21,12
8623,2021/3/24-22,8
8624,2021/3/24-23,6
8625,2021/3/25-0,7
8626,2021/3/25-1,11
8627,2021/3/25-2,7
8628,2021/3/25-3,4
8629,2021/3/25-4,1
8630,2021/3/25-5,6
8631,2021/3/25-6,11
8632,2021/3/25-7,4
8633,2021/3/25-8,10
8634,2021/3/25-9,3
8635,2021/3/25-10,17
8636,2021/3/25-11,16
8637,2021/3/25-12,17
8638,2021/3/25-13,21
8639,2021/3/25-14,10
8640,2021/3/25-15,13
8641,2021/3/25-16,7
8642,2021/3/25-17,13
8643,2021/3/25-18,11
8644,2021/3/25-19,9
8645,2021/3/25-20,15
8646,2021/3/25-21,6
8647,2021/3/25-22,3
8648,2021/3/25-23,4
8649,2021/3/26-0,8
8650,2021/3/26-1,3
8651,2021/3/26-2,1
8652,2021/3/26-3,3
8653,2021/3/26-5,3
8654,2021/3/26-6,9
8655,2021/3/26-7,7
8656,2021/3/26-8,3
8657,2021/3/26-9,4
8658,2021/3/26-10,7
8659,2021/3/26-11,30
8660,2021/3/26-12,27
8661,2021/3/26-13,11
8662,2021/3/26-14,5
8663,2021/3/26-15,7
8664,2021/3/26-16,8
8665,2021/3/26-17,9
8666,2021/3/26-18,9
8667,2021/3/26-19,5
8668,2021/3/26-20,9
8669,2021/3/26-21,8
8670,2021/3/26-22,4
8671,2021/3/27-0,3
8672,2021/3/27-2,1
8673,2021/3/27-3,5
8674,2021/3/27-4,2
8675,2021/3/27-5,1
8676,2021/3/27-6,10
8677,2021/3/27-7,9
8678,2021/3/27-8,6
8679,2021/3/27-9,19
8680,2021/3/27-10,7
8681,2021/3/27-11,12
8682,2021/3/27-12,15
8683,2021/3/27-13,16
8684,2021/3/27-14,18
8685,2021/3/27-15,6
8686,2021/3/27-16,5
8687,2021/3/27-17,14
8688,2021/3/27-18,14
8689,2021/3/27-19,5
8690,2021/3/27-20,4
8691,2021/3/27-21,10
8692,2021/3/27-22,6
8693,2021/3/27-23,4
8694,2021/3/28-0,4
8695,2021/3/28-1,2
8696,2021/3/28-2,1
8697,2021/3/28-3,2
8698,2021/3/28-5,2
8699,2021/3/28-6,2
8700,2021/3/28-8,3
8701,2021/3/28-9,67
8702,2021/3/28-10,12
8703,2021/3/28-11,14
8704,2021/3/28-12,19
8705,2021/3/28-13,9
8706,2021/3/28-14,30
8707,2021/3/28-15,9
8708,2021/3/28-16,5
8709,2021/3/28-17,42
8710,2021/3/28-18,16
8711,2021/3/28-19,6
8712,2021/3/28-20,10
8713,2021/3/28-21,10
8714,2021/3/28-22,5
8715,2021/3/28-23,4
8716,2021/3/29-0,6
8717,2021/3/29-1,3
8718,2021/3/29-2,3
8719,2021/3/29-3,5
8720,2021/3/29-4,2
8721,2021/3/29-5,3
8722,2021/3/29-6,1
8723,2021/3/29-7,1
8724,2021/3/29-8,1
8725,2021/3/29-9,13
8726,2021/3/29-10,26
8727,2021/3/29-11,31
8728,2021/3/29-12,15
8729,2021/3/29-13,6
8730,2021/3/29-14,7
8731,2021/3/29-15,5
8732,2021/3/29-16,8
8733,2021/3/29-17,7
8734,2021/3/29-18,18
8735,2021/3/29-19,7
8736,2021/3/29-20,5
8737,2021/3/29-21,6
8738,2021/3/29-22,7
8739,2021/3/29-23,6
8740,2021/3/3-0,2
8741,2021/3/3-1,3
8742,2021/3/3-3,3
8743,2021/3/3-8,2
8744,2021/3/3-9,6
8745,2021/3/3-10,9
8746,2021/3/3-11,15
8747,2021/3/3-12,2
8748,2021/3/3-13,13
8749,2021/3/3-14,10
8750,2021/3/3-16,1
8751,2021/3/3-17,7
8752,2021/3/3-18,4
8753,2021/3/3-19,3
8754,2021/3/3-20,6
8755,2021/3/3-21,4
8756,2021/3/3-22,7
8757,2021/3/3-23,25
8758,2021/3/30-0,7
8759,2021/3/30-1,3
8760,2021/3/30-2,3
8761,2021/3/30-4,2
8762,2021/3/30-6,1
8763,2021/3/30-7,1
8764,2021/3/30-8,7
8765,2021/3/30-9,12
8766,2021/3/30-10,21
8767,2021/3/30-11,21
8768,2021/3/30-12,10
8769,2021/3/30-13,38
8770,2021/3/30-14,11
8771,2021/3/30-15,26
8772,2021/3/30-16,8
8773,2021/3/30-17,10
8774,2021/3/30-18,12
8775,2021/3/30-19,12
8776,2021/3/30-20,7
8777,2021/3/30-21,8
8778,2021/3/30-22,57
8779,2021/3/30-23,2
8780,2021/3/31-0,2
8781,2021/3/31-3,5
8782,2021/3/31-5,3
8783,2021/3/31-8,15
8784,2021/3/31-9,8
8785,2021/3/31-10,11
8786,2021/3/31-11,19
8787,2021/3/31-12,15
8788,2021/3/31-13,22
8789,2021/3/31-14,14
8790,2021/3/31-15,10
8791,2021/3/31-16,38
8792,2021/3/31-17,8
8793,2021/3/31-18,4
8794,2021/3/31-19,9
8795,2021/3/31-20,23
8796,2021/3/31-21,13
8797,2021/3/31-22,13
8798,2021/3/31-23,6
8799,2021/3/4-2,2
8800,2021/3/4-5,2
8801,2021/3/4-6,2
8802,2021/3/4-7,5
8803,2021/3/4-8,8
8804,2021/3/4-9,11
8805,2021/3/4-10,13
8806,2021/3/4-11,12
8807,2021/3/4-12,2
8808,2021/3/4-14,2
8809,2021/3/4-15,7
8810,2021/3/4-16,2
8811,2021/3/4-17,32
8812,2021/3/4-18,13
8813,2021/3/4-20,3
8814,2021/3/4-21,22
8815,2021/3/4-22,6
8816,2021/3/4-23,4
8817,2021/3/5-0,1
8818,2021/3/5-4,4
8819,2021/3/5-5,6
8820,2021/3/5-6,18
8821,2021/3/5-7,3
8822,2021/3/5-8,6
8823,2021/3/5-9,2
8824,2021/3/5-11,22
8825,2021/3/5-12,7
8826,2021/3/5-13,4
8827,2021/3/5-14,4
8828,2021/3/5-16,9
8829,2021/3/5-18,4
8830,2021/3/5-20,1
8831,2021/3/5-22,10
8832,2021/3/6-2,5
8833,2021/3/6-3,1
8834,2021/3/6-5,1
8835,2021/3/6-6,8
8836,2021/3/6-7,6
8837,2021/3/6-9,4
8838,2021/3/6-10,3
8839,2021/3/6-11,4
8840,2021/3/6-12,4
8841,2021/3/6-13,1
8842,2021/3/6-14,10
8843,2021/3/6-15,1
8844,2021/3/6-18,1
8845,2021/3/6-19,4
8846,2021/3/6-20,6
8847,2021/3/6-21,2
8848,2021/3/6-22,5
8849,2021/3/6-23,2
8850,2021/3/7-0,2
8851,2021/3/7-1,9
8852,2021/3/7-2,5
8853,2021/3/7-4,1
8854,2021/3/7-5,2
8855,2021/3/7-6,1
8856,2021/3/7-7,2
8857,2021/3/7-9,4
8858,2021/3/7-10,3
8859,2021/3/7-11,5
8860,2021/3/7-12,1
8861,2021/3/7-13,7
8862,2021/3/7-15,3
8863,2021/3/7-16,2
8864,2021/3/7-17,6
8865,2021/3/7-18,4
8866,2021/3/7-19,17
8867,2021/3/7-20,2
8868,2021/3/7-21,9
8869,2021/3/7-22,1
8870,2021/3/7-23,15
8871,2021/3/8-0,8
8872,2021/3/8-1,7
8873,2021/3/8-2,6
8874,2021/3/8-4,1
8875,2021/3/8-5,1
8876,2021/3/8-6,1
8877,2021/3/8-8,2
8878,2021/3/8-9,28
8879,2021/3/8-10,11
8880,2021/3/8-11,3
8881,2021/3/8-12,5
8882,2021/3/8-13,2
8883,2021/3/8-14,6
8884,2021/3/8-15,2
8885,2021/3/8-16,12
8886,2021/3/8-17,17
8887,2021/3/8-19,14
8888,2021/3/8-20,5
8889,2021/3/8-21,16
8890,2021/3/8-22,10
8891,2021/3/8-23,5
8892,2021/3/9-1,7
8893,2021/3/9-2,1
8894,2021/3/9-3,4
8895,2021/3/9-5,3
8896,2021/3/9-9,1
8897,2021/3/9-10,2
8898,2021/3/9-11,8
8899,2021/3/9-12,15
8900,2021/3/9-13,6
8901,2021/3/9-14,6
8902,2021/3/9-15,4
8903,2021/3/9-16,15
8904,2021/3/9-17,4
8905,2021/3/9-18,18
8906,2021/3/9-19,35
8907,2021/3/9-21,10
8908,2021/3/9-22,18
8909,2021/3/9-23,7
8910,2021/4/1-0,6
8911,2021/4/1-1,8
8912,2021/4/1-2,7
8913,2021/4/1-3,8
8914,2021/4/1-4,11
8915,2021/4/1-5,3
8916,2021/4/1-6,5
8917,2021/4/1-7,5
8918,2021/4/1-8,1
8919,2021/4/1-9,19
8920,2021/4/1-10,15
8921,2021/4/1-11,17
8922,2021/4/1-12,51
8923,2021/4/1-13,22
8924,2021/4/1-14,9
8925,2021/4/1-15,16
8926,2021/4/1-16,39
8927,2021/4/1-17,35
8928,2021/4/1-18,10
8929,2021/4/1-19,6
8930,2021/4/1-20,30
8931,2021/4/1-21,34
8932,2021/4/1-22,14
8933,2021/4/1-23,7
8934,2021/4/10-0,5
8935,2021/4/10-2,8
8936,2021/4/10-3,1
8937,2021/4/10-4,5
8938,2021/4/10-5,2
8939,2021/4/10-6,1
8940,2021/4/10-7,5
8941,2021/4/10-8,6
8942,2021/4/10-9,13
8943,2021/4/10-10,17
8944,2021/4/10-11,16
8945,2021/4/10-12,14
8946,2021/4/10-13,5
8947,2021/4/10-14,29
8948,2021/4/10-15,9
8949,2021/4/10-16,9
8950,2021/4/10-17,10
8951,2021/4/10-18,7
8952,2021/4/10-19,6
8953,2021/4/10-20,10
8954,2021/4/10-21,3
8955,2021/4/10-22,7
8956,2021/4/10-23,3
8957,2021/4/11-1,1
8958,2021/4/11-2,3
8959,2021/4/11-4,1
8960,2021/4/11-5,3
8961,2021/4/11-6,6
8962,2021/4/11-7,6
8963,2021/4/11-8,8
8964,2021/4/11-9,8
8965,2021/4/11-10,6
8966,2021/4/11-11,17
8967,2021/4/11-12,17
8968,2021/4/11-13,7
8969,2021/4/11-14,8
8970,2021/4/11-15,16
8971,2021/4/11-16,4
8972,2021/4/11-17,1
8973,2021/4/11-18,8
8974,2021/4/11-19,6
8975,2021/4/11-20,1
8976,2021/4/11-21,28
8977,2021/4/11-22,5
8978,2021/4/11-23,10
8979,2021/4/12-0,7
8980,2021/4/12-1,3
8981,2021/4/12-2,6
8982,2021/4/12-3,6
8983,2021/4/12-6,2
8984,2021/4/12-7,3
8985,2021/4/12-8,34
8986,2021/4/12-9,27
8987,2021/4/12-10,10
8988,2021/4/12-11,10
8989,2021/4/12-12,10
8990,2021/4/12-13,7
8991,2021/4/12-14,5
8992,2021/4/12-15,9
8993,2021/4/12-16,2
8994,2021/4/12-17,4
8995,2021/4/12-18,13
8996,2021/4/12-19,11
8997,2021/4/12-20,2
8998,2021/4/12-21,3
8999,2021/4/12-22,6
9000,2021/4/12-23,4
9001,2021/4/13-0,3
9002,2021/4/13-1,1
9003,2021/4/13-2,6
9004,2021/4/13-3,1
9005,2021/4/13-4,1
9006,2021/4/13-5,1
9007,2021/4/13-6,3
9008,2021/4/13-7,16
9009,2021/4/13-8,14
9010,2021/4/13-9,8
9011,2021/4/13-10,5
9012,2021/4/13-11,13
9013,2021/4/13-12,11
9014,2021/4/13-13,10
9015,2021/4/13-14,1
9016,2021/4/13-15,5
9017,2021/4/13-16,5
9018,2021/4/13-17,12
9019,2021/4/13-18,1
9020,2021/4/13-19,3
9021,2021/4/13-20,4
9022,2021/4/13-21,10
9023,2021/4/13-22,5
9024,2021/4/13-23,4
9025,2021/4/14-0,8
9026,2021/4/14-1,6
9027,2021/4/14-2,25
9028,2021/4/14-3,3
9029,2021/4/14-4,1
9030,2021/4/14-5,2
9031,2021/4/14-6,4
9032,2021/4/14-7,4
9033,2021/4/14-8,7
9034,2021/4/14-9,28
9035,2021/4/14-10,22
9036,2021/4/14-11,7
9037,2021/4/14-12,19
9038,2021/4/14-13,7
9039,2021/4/14-14,4
9040,2021/4/14-15,7
9041,2021/4/14-16,25
9042,2021/4/14-17,4
9043,2021/4/14-18,6
9044,2021/4/14-19,10
9045,2021/4/14-20,3
9046,2021/4/14-21,2
9047,2021/4/14-22,5
9048,2021/4/14-23,9
9049,2021/4/15-0,6
9050,2021/4/15-1,1
9051,2021/4/15-2,5
9052,2021/4/15-3,8
9053,2021/4/15-5,2
9054,2021/4/15-7,3
9055,2021/4/15-8,5
9056,2021/4/15-9,12
9057,2021/4/15-10,14
9058,2021/4/15-11,13
9059,2021/4/15-12,13
9060,2021/4/15-13,3
9061,2021/4/15-14,4
9062,2021/4/15-15,3
9063,2021/4/15-16,4
9064,2021/4/15-17,1
9065,2021/4/15-18,1
9066,2021/4/15-19,12
9067,2021/4/15-20,31
9068,2021/4/15-21,14
9069,2021/4/15-22,2
9070,2021/4/15-23,3
9071,2021/4/16-0,2
9072,2021/4/16-1,1
9073,2021/4/16-2,2
9074,2021/4/16-3,5
9075,2021/4/16-4,5
9076,2021/4/16-5,3
9077,2021/4/16-6,4
9078,2021/4/16-7,15
9079,2021/4/16-8,5
9080,2021/4/16-9,3
9081,2021/4/16-10,16
9082,2021/4/16-11,44
9083,2021/4/16-12,14
9084,2021/4/16-13,36
9085,2021/4/16-14,1
9086,2021/4/16-15,46
9087,2021/4/16-16,13
9088,2021/4/16-17,13
9089,2021/4/16-18,23
9090,2021/4/16-19,13
9091,2021/4/16-20,27
9092,2021/4/16-21,6
9093,2021/4/16-22,6
9094,2021/4/16-23,10
9095,2021/4/17-0,33
9096,2021/4/17-1,3
9097,2021/4/17-2,32
9098,2021/4/17-5,1
9099,2021/4/17-6,6
9100,2021/4/17-7,6
9101,2021/4/17-8,9
9102,2021/4/17-9,18
9103,2021/4/17-10,5
9104,2021/4/17-11,15
9105,2021/4/17-12,8
9106,2021/4/17-13,7
9107,2021/4/17-14,9
9108,2021/4/17-15,8
9109,2021/4/17-16,23
9110,2021/4/17-17,3
9111,2021/4/17-18,6
9112,2021/4/17-19,8
9113,2021/4/17-20,10
9114,2021/4/17-21,2
9115,2021/4/17-22,4
9116,2021/4/17-23,5
9117,2021/4/18-0,1
9118,2021/4/18-2,5
9119,2021/4/18-4,2
9120,2021/4/18-5,4
9121,2021/4/18-7,2
9122,2021/4/18-8,2
9123,2021/4/18-9,11
9124,2021/4/18-10,24
9125,2021/4/18-11,29
9126,2021/4/18-12,33
9127,2021/4/18-13,3
9128,2021/4/18-14,51
9129,2021/4/18-15,5
9130,2021/4/18-16,32
9131,2021/4/18-17,87
9132,2021/4/18-18,25
9133,2021/4/18-19,16
9134,2021/4/18-20,2
9135,2021/4/18-21,5
9136,2021/4/18-22,9
9137,2021/4/18-23,2
9138,2021/4/19-0,3
9139,2021/4/19-3,3
9140,2021/4/19-4,4
9141,2021/4/19-5,1
9142,2021/4/19-6,1
9143,2021/4/19-7,8
9144,2021/4/19-8,8
9145,2021/4/19-9,18
9146,2021/4/19-10,18
9147,2021/4/19-11,18
9148,2021/4/19-12,13
9149,2021/4/19-13,28
9150,2021/4/19-14,9
9151,2021/4/19-16,10
9152,2021/4/19-17,11
9153,2021/4/19-18,8
9154,2021/4/19-19,11
9155,2021/4/19-20,7
9156,2021/4/19-21,31
9157,2021/4/19-22,4
9158,2021/4/19-23,3
9159,2021/4/2-0,7
9160,2021/4/2-1,6
9161,2021/4/2-2,3
9162,2021/4/2-3,4
9163,2021/4/2-4,2
9164,2021/4/2-5,3
9165,2021/4/2-6,6
9166,2021/4/2-7,5
9167,2021/4/2-8,6
9168,2021/4/2-9,7
9169,2021/4/2-10,8
9170,2021/4/2-11,15
9171,2021/4/2-12,20
9172,2021/4/2-13,5
9173,2021/4/2-14,8
9174,2021/4/2-15,11
9175,2021/4/2-16,6
9176,2021/4/2-17,11
9177,2021/4/2-18,12
9178,2021/4/2-19,5
9179,2021/4/2-20,12
9180,2021/4/2-21,5
9181,2021/4/2-22,7
9182,2021/4/2-23,5
9183,2021/4/20-1,2
9184,2021/4/20-2,3
9185,2021/4/20-4,5
9186,2021/4/20-5,4
9187,2021/4/20-6,2
9188,2021/4/20-8,8
9189,2021/4/20-9,13
9190,2021/4/20-10,15
9191,2021/4/20-11,3
9192,2021/4/20-12,7
9193,2021/4/20-13,3
9194,2021/4/20-14,10
9195,2021/4/20-15,14
9196,2021/4/20-16,5
9197,2021/4/20-17,25
9198,2021/4/20-18,42
9199,2021/4/20-19,41
9200,2021/4/20-20,8
9201,2021/4/20-21,11
9202,2021/4/20-22,7
9203,2021/4/20-23,6
9204,2021/4/21-0,2
9205,2021/4/21-3,12
9206,2021/4/21-5,3
9207,2021/4/21-6,1
9208,2021/4/21-8,1
9209,2021/4/21-9,2
9210,2021/4/21-10,13
9211,2021/4/21-11,30
9212,2021/4/21-12,11
9213,2021/4/21-13,7
9214,2021/4/21-14,37
9215,2021/4/21-15,3
9216,2021/4/21-16,1
9217,2021/4/21-17,4
9218,2021/4/21-18,10
9219,2021/4/21-20,16
9220,2021/4/21-21,20
9221,2021/4/21-22,4
9222,2021/4/21-23,4
9223,2021/4/22-0,6
9224,2021/4/22-1,1
9225,2021/4/22-2,5
9226,2021/4/22-3,2
9227,2021/4/22-4,1
9228,2021/4/22-5,1
9229,2021/4/22-7,5
9230,2021/4/22-8,5
9231,2021/4/22-9,5
9232,2021/4/22-10,6
9233,2021/4/22-11,1
9234,2021/4/22-12,8
9235,2021/4/22-13,6
9236,2021/4/22-14,2
9237,2021/4/22-15,4
9238,2021/4/22-16,3
9239,2021/4/22-17,3
9240,2021/4/22-18,1
9241,2021/4/22-19,2
9242,2021/4/22-21,1
9243,2021/4/22-22,2
9244,2021/4/23-1,4
9245,2021/4/23-2,17
9246,2021/4/23-3,4
9247,2021/4/23-4,7
9248,2021/4/23-5,1
9249,2021/4/23-6,5
9250,2021/4/23-7,15
9251,2021/4/23-8,8
9252,2021/4/23-9,11
9253,2021/4/23-10,25
9254,2021/4/23-11,7
9255,2021/4/23-12,16
9256,2021/4/23-13,5
9257,2021/4/23-14,8
9258,2021/4/23-15,26
9259,2021/4/23-16,1
9260,2021/4/23-17,8
9261,2021/4/23-18,6
9262,2021/4/23-19,2
9263,2021/4/23-20,7
9264,2021/4/23-21,9
9265,2021/4/23-22,12
9266,2021/4/23-23,4
9267,2021/4/24-0,6
9268,2021/4/24-1,44
9269,2021/4/24-3,2
9270,2021/4/24-4,2
9271,2021/4/24-5,13
9272,2021/4/24-6,1
9273,2021/4/24-9,25
9274,2021/4/24-10,27
9275,2021/4/24-11,22
9276,2021/4/24-12,5
9277,2021/4/24-13,9
9278,2021/4/24-15,34
9279,2021/4/24-16,2
9280,2021/4/24-17,2
9281,2021/4/24-18,2
9282,2021/4/24-19,1
9283,2021/4/24-20,8
9284,2021/4/24-21,2
9285,2021/4/24-22,11
9286,2021/4/24-23,5
9287,2021/4/25-0,2
9288,2021/4/25-1,2
9289,2021/4/25-2,3
9290,2021/4/25-3,3
9291,2021/4/25-6,4
9292,2021/4/25-7,10
9293,2021/4/25-8,6
9294,2021/4/25-9,21
9295,2021/4/25-10,10
9296,2021/4/25-11,13
9297,2021/4/25-12,4
9298,2021/4/25-13,7
9299,2021/4/25-14,9
9300,2021/4/25-15,12
9301,2021/4/25-16,5
9302,2021/4/25-17,16
9303,2021/4/25-18,26
9304,2021/4/25-19,9
9305,2021/4/25-20,12
9306,2021/4/25-21,5
9307,2021/4/25-22,4
9308,2021/4/25-23,9
9309,2021/4/26-0,3
9310,2021/4/26-1,11
9311,2021/4/26-2,2
9312,2021/4/26-3,5
9313,2021/4/26-5,4
9314,2021/4/26-6,1
9315,2021/4/26-8,4
9316,2021/4/26-9,4
9317,2021/4/26-10,14
9318,2021/4/26-11,9
9319,2021/4/26-12,44
9320,2021/4/26-13,38
9321,2021/4/26-14,30
9322,2021/4/26-15,16
9323,2021/4/26-16,10
9324,2021/4/26-17,23
9325,2021/4/26-18,15
9326,2021/4/26-19,39
9327,2021/4/26-20,15
9328,2021/4/26-21,17
9329,2021/4/26-22,2
9330,2021/4/26-23,4
9331,2021/4/27-0,4
9332,2021/4/27-1,13
9333,2021/4/27-2,2
9334,2021/4/27-3,7
9335,2021/4/27-4,2
9336,2021/4/27-5,3
9337,2021/4/27-6,2
9338,2021/4/27-8,2
9339,2021/4/27-9,11
9340,2021/4/27-10,13
9341,2021/4/27-11,18
9342,2021/4/27-12,25
9343,2021/4/27-13,13
9344,2021/4/27-14,9
9345,2021/4/27-15,25
9346,2021/4/27-16,3
9347,2021/4/27-17,35
9348,2021/4/27-18,12
9349,2021/4/27-19,10
9350,2021/4/27-20,7
9351,2021/4/27-21,5
9352,2021/4/27-22,6
9353,2021/4/27-23,4
9354,2021/4/28-0,3
9355,2021/4/28-1,2
9356,2021/4/28-4,3
9357,2021/4/28-5,3
9358,2021/4/28-6,3
9359,2021/4/28-7,3
9360,2021/4/28-8,1
9361,2021/4/28-9,2
9362,2021/4/28-10,17
9363,2021/4/28-11,19
9364,2021/4/28-12,4
9365,2021/4/28-13,7
9366,2021/4/28-14,4
9367,2021/4/28-15,15
9368,2021/4/28-16,16
9369,2021/4/28-17,5
9370,2021/4/28-18,16
9371,2021/4/28-19,10
9372,2021/4/28-20,11
9373,2021/4/28-21,7
9374,2021/4/28-22,4
9375,2021/4/28-23,5
9376,2021/4/29-0,4
9377,2021/4/29-1,2
9378,2021/4/29-4,4
9379,2021/4/29-5,4
9380,2021/4/29-6,6
9381,2021/4/29-7,5
9382,2021/4/29-8,2
9383,2021/4/29-9,7
9384,2021/4/29-10,10
9385,2021/4/29-11,16
9386,2021/4/29-12,11
9387,2021/4/29-13,69
9388,2021/4/29-14,1
9389,2021/4/29-15,24
9390,2021/4/29-16,5
9391,2021/4/29-17,45
9392,2021/4/29-18,11
9393,2021/4/29-19,13
9394,2021/4/29-20,8
9395,2021/4/29-21,9
9396,2021/4/29-22,10
9397,2021/4/29-23,35
9398,2021/4/3-0,4
9399,2021/4/3-1,12
9400,2021/4/3-2,7
9401,2021/4/3-3,3
9402,2021/4/3-4,3
9403,2021/4/3-5,2
9404,2021/4/3-6,1
9405,2021/4/3-7,8
9406,2021/4/3-9,7
9407,2021/4/3-10,14
9408,2021/4/3-11,51
9409,2021/4/3-12,14
9410,2021/4/3-13,11
9411,2021/4/3-14,5
9412,2021/4/3-15,2
9413,2021/4/3-16,9
9414,2021/4/3-17,1
9415,2021/4/3-18,3
9416,2021/4/3-19,5
9417,2021/4/3-20,4
9418,2021/4/3-21,4
9419,2021/4/3-22,2
9420,2021/4/3-23,8
9421,2021/4/30-0,3
9422,2021/4/30-1,1
9423,2021/4/30-2,5
9424,2021/4/30-3,3
9425,2021/4/30-4,1
9426,2021/4/30-5,1
9427,2021/4/30-6,3
9428,2021/4/30-7,2
9429,2021/4/30-8,7
9430,2021/4/30-9,1
9431,2021/4/30-10,11
9432,2021/4/30-11,21
9433,2021/4/30-12,7
9434,2021/4/30-13,4
9435,2021/4/30-14,2
9436,2021/4/30-15,12
9437,2021/4/30-17,6
9438,2021/4/30-18,6
9439,2021/4/30-19,4
9440,2021/4/30-20,2
9441,2021/4/30-21,11
9442,2021/4/30-22,2
9443,2021/4/30-23,20
9444,2021/4/4-0,6
9445,2021/4/4-1,5
9446,2021/4/4-2,3
9447,2021/4/4-3,6
9448,2021/4/4-4,3
9449,2021/4/4-5,1
9450,2021/4/4-6,1
9451,2021/4/4-7,3
9452,2021/4/4-8,10
9453,2021/4/4-9,1
9454,2021/4/4-10,6
9455,2021/4/4-11,14
9456,2021/4/4-12,12
9457,2021/4/4-13,18
9458,2021/4/4-14,20
9459,2021/4/4-15,9
9460,2021/4/4-16,7
9461,2021/4/4-17,11
9462,2021/4/4-18,17
9463,2021/4/4-19,33
9464,2021/4/4-20,8
9465,2021/4/4-21,4
9466,2021/4/4-22,5
9467,2021/4/4-23,3
9468,2021/4/5-0,32
9469,2021/4/5-1,1
9470,2021/4/5-2,1
9471,2021/4/5-3,2
9472,2021/4/5-4,1
9473,2021/4/5-5,5
9474,2021/4/5-7,7
9475,2021/4/5-8,35
9476,2021/4/5-9,26
9477,2021/4/5-10,33
9478,2021/4/5-11,17
9479,2021/4/5-12,4
9480,2021/4/5-13,17
